x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
A5259,A0,A1,13.0,A0,A0,A0,A0,A0,A2,20.2,A0
A5260,A0,A1,31.0,A0,A1,A1,A1,A2,A2,79.45,A1
A5261,A0,A0,72.0,A0,A1,A2,A1,A2,A0,114.45,A0
A5262,A0,A1,15.0,A0,A0,A2,A2,A2,A1,105.1,A1
A5263,A0,A1,25.0,A0,A0,A1,A2,A2,A0,76.15,A0
A5264,A0,A0,72.0,A0,A1,A0,A0,A0,A0,24.1,A0
A5265,A0,A1,35.0,A1,A2,A1,A2,A1,A1,24.15,A0
A5266,A0,A1,1.0,A0,A0,A2,A2,A2,A1,90.55,
A5267,A0,A1,2.0,A0,A0,A0,A0,A0,A1,19.65,A0
A5268,A0,A1,7.0,A0,A0,A2,A2,A1,A1,79.0,A1
A5269,A0,A0,69.0,A0,A1,A2,A2,A2,A0,99.45,
A5270,A0,A1,33.0,A0,A0,A2,A2,A1,A1,68.25,A1
A5271,A1,A0,,A0,A1,A2,A1,A1,A3,85.55,A0
A5272,A1,A1,18.0,A0,A1,A2,A2,A2,A1,95.45,A1
A5273,A0,A1,8.0,A0,A0,A2,A2,A2,A1,94.7,A1
,A0,A1,3.0,A0,A0,A2,A1,A1,A1,83.75,A1
A5275,A0,A0,17.0,A0,A1,A2,A1,A1,A0,90.2,A1
A5276,A0,A1,43.0,A1,A2,A1,A1,A1,A1,40.45,A0
A5277,A0,A1,,A0,A0,A1,A2,A1,A0,57.95,A0
A5278,A1,A1,12.0,A1,A2,A1,A2,A2,A1,43.65,A1
A5279,A0,A0,72.0,A0,A1,A1,A1,A2,A2,89.4,
A5280,A0,A1,2.0,A0,A1,A2,A1,A1,A1,82.0,A1
A5281,A0,A1,24.0,A0,A0,A2,A2,A2,A0,79.85,A0
A5282,A1,A0,72.0,A1,A2,A1,A1,A2,A3,64.8,A0
A5283,A0,A0,72.0,A0,A1,A2,A1,A2,A0,103.95,A0
A5284,A1,A0,28.0,A0,A1,A2,A2,A2,A0,101.3,A1
A5285,A0,A1,32.0,A0,A1,A2,A1,A2,A0,108.15,A1
,A0,A1,1.0,A0,A0,A2,A2,A2,A1,79.7,A1
A5287,A0,A0,66.0,A0,A1,A0,A0,A0,A0,25.3,A0
A5288,A0,A0,9.0,A0,A0,A2,A1,A2,A1,101.5,
A5289,A0,A0,17.0,A0,A0,A0,A0,A0,A2,20.75,A0
A5290,A1,A0,60.0,A0,A1,A2,A1,A2,A3,116.05,A0
A5291,A1,A1,,A0,A0,A1,A2,A1,A2,45.75,A0
A5292,A0,A1,53.0,A0,A1,A2,A2,A2,A0,106.95,A1
A5293,A0,A0,,A0,A1,A2,A2,A2,A0,108.75,A1
A5294,A0,A1,63.0,A0,A0,A0,A0,A0,A2,20.5,A0
A5295,A0,A0,46.0,A0,A1,A1,A2,A1,A1,53.1,A0
A5296,A1,A1,23.0,A0,A1,A2,A1,A2,A1,106.4,A1
A5297,A1,A0,65.0,A0,A1,A2,A1,A2,A1,106.25,
A5298,A0,A0,72.0,A0,A1,A1,A1,A2,A0,82.65,A0
A5299,A0,A0,62.0,A0,A1,A2,A1,A1,A0,94.95,A0
A5300,A0,A1,12.0,A0,A1,A1,A2,A2,A2,75.85,
A5301,A0,A0,17.0,A0,A1,A2,A2,A2,A1,92.6,A0
A5302,A0,A0,65.0,A0,A1,A2,A2,A2,A1,104.25,A0
A5303,A0,A1,40.0,A0,A0,A1,A2,A1,A1,51.1,A0
A5304,A0,A0,72.0,A0,A1,A1,A1,A2,A3,90.95,A0
A5305,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.25,A1
A5306,A0,A1,61.0,A0,A1,A2,A2,A2,A1,106.6,A1
A5307,A0,A1,51.0,A0,A0,A0,A0,A0,A2,20.45,A0
A5308,A0,A1,1.0,A0,A0,A0,A0,A0,A0,19.55,A0
A5309,A0,A1,,A0,A1,A2,A1,A2,A1,104.7,A1
A5310,A0,A1,26.0,A0,A0,A2,A2,A1,A0,87.15,A0
A5311,A1,A1,1.0,A0,A0,A1,A2,A1,A2,45.85,A0
A5312,A0,A0,10.0,A0,A0,A2,A2,A1,A1,70.3,A1
,A0,A0,18.0,A0,A1,A2,A2,A2,A1,99.4,A1
A5314,A0,A1,12.0,A0,A1,A2,A1,A2,A1,106.7,A1
A5315,A1,A0,56.0,A0,A1,A2,A2,A2,A3,104.55,A1
A5316,A0,A0,28.0,A0,A1,A1,A2,A1,A2,49.9,A0
A5317,A1,A1,56.0,A0,A1,A2,A1,A1,A3,99.9,A0
A5318,A0,A0,24.0,A0,A0,A0,A0,A0,A2,19.9,A0
A5319,A0,A0,26.0,A0,A0,A0,A0,A0,A0,20.25,A0
A5320,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.4,A0
A5321,A1,A0,71.0,A0,A0,A2,A1,A2,A0,95.5,A0
A5322,A0,A0,4.0,A0,A0,A0,A0,A0,A2,20.85,A0
A5323,A0,A0,,A0,A1,A2,A2,A2,A1,99.5,A1
A5324,A0,A0,24.0,A0,A1,A1,A2,A1,A1,58.35,A0
A5325,A0,A1,15.0,A0,A1,A1,A2,A1,A2,48.8,
A5326,A0,A0,70.0,A0,A1,A1,A1,A2,A1,84.1,A0
A5327,A0,A1,2.0,A0,A0,A1,A2,A2,A1,70.3,A0
A5328,A0,A1,20.0,A0,A0,A1,A1,A1,A2,51.8,A0
A5329,A0,A0,20.0,A0,A0,A0,A0,A0,A1,20.0,A0
A5330,A0,A1,1.0,A0,A0,A1,A2,A1,A2,53.5,A1
A5331,A0,A1,66.0,A0,A1,A0,A0,A0,A2,25.1,
A5332,A0,A0,22.0,A0,A0,A1,A2,A1,A3,67.5,A1
A5333,A0,A0,53.0,A0,A1,A2,A2,A2,A1,91.15,A0
A5334,A0,A0,52.0,A1,A2,A1,A1,A2,A0,66.25,A0
A5335,A0,A0,9.0,A0,A1,A2,A2,A1,A3,85.35,
A5336,A0,A0,43.0,A0,A0,A1,A2,A2,A3,75.2,A0
A5337,A0,A1,37.0,A0,A0,A1,A1,A1,A0,61.45,A0
A5338,A0,A1,15.0,A0,A1,A0,A0,A0,A0,25.4,A1
A5339,A0,A0,71.0,A0,A1,A1,A1,A2,A2,91.25,A0
A5340,A0,A0,70.0,A0,A1,A2,A1,A2,A3,98.7,A0
A5341,A0,A1,12.0,A0,A0,A0,A0,A0,A0,21.05,A0
A5342,A0,A1,4.0,A0,A0,A1,A1,A1,A2,60.4,A1
A5343,A0,A1,41.0,A0,A0,A1,A2,A2,A3,79.85,A0
A5344,A0,A1,29.0,A0,A0,A0,A0,A0,A2,19.1,
A5345,A1,A0,70.0,A0,A1,A2,A1,A2,A1,104.8,A0
A5346,A0,A0,71.0,A0,A0,A0,A0,A0,A2,19.45,A0
A5347,A0,A0,14.0,A0,A0,A1,A2,A1,A3,48.8,A0
A5348,A1,A0,18.0,A0,A0,A2,A2,A2,A1,78.55,A1
A5349,A0,A0,67.0,A0,A1,A2,A1,A2,A1,104.1,
A5350,A0,A0,46.0,A0,A1,A2,A1,A2,A1,103.15,A0
A5351,A0,A0,67.0,A0,A1,A2,A1,A1,A1,87.4,
A5352,A0,A1,15.0,A0,A0,A2,A2,A1,A1,85.3,A0
A5353,A0,A0,60.0,A0,A1,A0,A0,A0,A3,24.15,A0
A5354,A1,A1,,A0,A1,A1,A2,A1,A1,55.6,A0
A5355,A0,A0,72.0,A0,A1,A2,A1,A2,A3,105.6,A0
A5356,A0,A0,,A0,A0,A2,A1,A1,A3,75.35,A0
A5357,A0,A1,40.0,A0,A1,A2,A2,A2,A3,83.85,A0
A5358,A0,A0,72.0,A0,A1,A2,A1,A2,A3,113.65,
A5359,A0,A0,29.0,A0,A0,A0,A0,A0,A2,19.55,A0
A5360,A0,A1,65.0,A0,A1,A0,A0,A0,A2,25.75,A0
A5361,A1,A0,30.0,A0,A1,A2,A1,A1,A3,105.7,A0
A5362,A1,A1,41.0,A0,A1,A2,A1,A2,A1,113.2,A1
A5363,A0,A1,70.0,A0,A1,A1,A1,A2,A2,84.7,A0
A5364,A0,A0,2.0,A0,A0,A1,A2,A2,A2,62.15,
A5365,A0,A1,71.0,A0,A1,A2,A1,A1,A0,79.05,A0
A5366,A0,A1,70.0,A0,A1,A2,A1,A2,A3,114.95,A0
A5367,A0,A1,60.0,A0,A0,A0,A0,A0,A3,19.85,
A5368,A0,A0,42.0,A0,A0,A1,A2,A2,A1,73.15,
A5369,A0,A0,68.0,A0,A1,A2,A1,A2,A1,113.15,A1
A5370,A0,A0,41.0,A0,A0,A1,A1,A1,A3,60.3,A0
A5371,A1,A0,23.0,A0,A0,A2,A1,A2,A1,90.0,A0
A5372,A0,A0,49.0,A0,A0,A0,A0,A0,A0,20.7,
A5373,A0,A0,61.0,A0,A0,A0,A0,A0,A2,19.4,A1
A5374,A0,A0,27.0,A0,A0,A1,A1,A1,A0,54.75,A0
A5375,A0,A1,2.0,A0,A1,A2,A2,A2,A2,90.75,A0
A5376,A1,A0,35.0,A0,A1,A2,A2,A2,A3,102.05,A0
A5377,A0,A0,71.0,A0,A0,A1,A1,A2,A3,84.8,A0
A5378,A0,A0,11.0,A0,A1,A2,A2,A2,A1,94.0,A1
A5379,A1,A1,11.0,A0,A0,A2,A2,A2,A0,79.15,A0
A5380,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.15,A1
A5381,A1,A1,1.0,A1,A2,A1,A2,A1,A1,25.1,A1
A5382,A0,A0,72.0,A0,A1,A1,A1,A2,A0,90.6,A0
A5383,A1,A0,24.0,A0,A1,A2,A2,A2,A1,93.55,A1
A5384,A0,A1,26.0,A0,A0,A1,A2,A1,A1,45.45,A0
A5385,A0,A0,61.0,A0,A1,A2,A1,A1,A1,94.1,A1
A5386,A1,A0,62.0,A0,A0,A1,A2,A2,A0,79.95,A0
A5387,A0,A1,10.0,A0,A0,A0,A0,A0,A1,21.2,A0
A5388,A1,A0,58.0,A0,A1,A2,A1,A1,A3,89.85,A0
A5389,A0,A1,22.0,A0,A1,A2,A2,A1,A3,84.15,
A5390,A0,A1,46.0,A0,A1,A2,A2,A1,A3,84.8,A0
A5391,A0,A1,2.0,A0,A0,A2,A1,A2,A1,100.2,A0
A5392,A0,A0,15.0,A0,A1,A0,A0,A0,A1,25.25,A0
A5393,A0,A1,63.0,A0,A1,A1,A1,A2,A0,80.3,
A5394,A0,A1,,A0,A1,A2,A1,A1,A1,106.5,A0
A5395,A0,A1,,A0,A0,A2,A2,A1,A1,69.85,A0
A5396,A0,A1,72.0,A0,A0,A0,A0,A0,A2,19.75,A0
A5397,A0,A1,8.0,A0,A1,A2,A1,A2,A1,100.85,A1
A5398,A0,A1,29.0,A0,A0,A0,A0,A0,A2,20.35,A0
A5399,A0,A0,62.0,A0,A1,A1,A1,A2,A1,84.95,A0
A5400,A0,A0,20.0,A0,A0,A2,A2,A1,A1,70.45,A1
A5401,A1,A0,60.0,A0,A1,A2,A1,A2,A1,105.9,A0
A5402,A0,A0,68.0,A0,A1,A2,A1,A2,A3,110.8,A0
A5403,A0,A0,14.0,A0,A1,A1,A2,A1,A0,66.6,A0
A5404,A0,A0,49.0,A0,A0,A1,A1,A2,A0,78.0,A0
A5405,A0,A1,29.0,A0,A1,A1,A2,A2,A1,66.1,A0
A5406,A0,A1,23.0,A0,A0,A0,A0,A0,A2,19.5,A0
A5407,A1,A0,20.0,A0,A0,A2,A2,A2,A3,91.0,A0
A5408,A0,A1,4.0,A1,A2,A1,A1,A2,A2,57.2,A0
A5409,A0,A0,20.0,A0,A0,A0,A0,A0,A2,20.05,A0
A5410,A0,A0,18.0,A1,A2,A1,A1,A1,A0,46.4,A0
A5411,A0,A0,1.0,A0,A0,A0,A0,A0,A1,21.0,A1
A5412,A0,A1,12.0,A0,A1,A2,A2,A1,A1,89.55,A0
A5413,A0,A0,7.0,A1,A2,A1,A2,A1,A2,34.65,A0
A5414,A0,A0,28.0,A0,A0,A2,A2,A1,A1,85.45,A0
A5415,A0,A0,61.0,A0,A0,A1,A1,A2,A3,84.9,A0
A5416,A0,A1,61.0,A0,A1,A2,A1,A2,A1,107.75,A0
A5417,A0,A1,3.0,A0,A0,A1,A2,A1,A2,50.25,A0
A5418,A0,A0,63.0,A0,A1,A2,A1,A1,A1,100.55,A1
A5419,A0,A0,31.0,A0,A1,A1,A1,A2,A3,75.25,A0
A5420,A0,A0,70.0,A1,A2,A1,A2,A2,A3,49.85,A0
A5421,A0,A0,2.0,A0,A0,A2,A2,A1,A1,76.4,A1
A5422,A0,A1,29.0,A1,A2,A1,A1,A1,A1,34.3,A0
A5423,A1,A0,61.0,A0,A1,A2,A1,A2,A1,99.0,A0
A5424,A0,A0,47.0,A0,A0,A0,A0,A0,A0,20.25,
A5425,A0,A1,35.0,A0,A0,A0,A0,A0,A3,21.45,A0
A5426,A0,A1,27.0,A0,A0,A0,A0,A0,A2,19.15,
A5427,A0,A1,21.0,A0,A0,A1,A1,A1,A0,71.05,A0
A5428,A0,A0,70.0,A0,A1,A2,A1,A2,A0,114.3,A0
A5429,A0,A1,2.0,A0,A1,A2,A2,A1,A1,91.4,A1
A5430,A0,A0,72.0,A0,A1,A2,A1,A2,A3,117.8,A1
A5431,A0,A1,48.0,A0,A0,A1,A1,A1,A0,55.5,A0
A5432,A0,A1,1.0,A1,A2,A1,A2,A1,A1,24.25,
A5433,A0,A0,,A0,A1,A1,A1,A1,A2,65.5,A0
A5434,A1,A1,52.0,A0,A1,A2,A1,A2,A0,108.1,A0
A5435,A0,A1,1.0,A0,A0,A1,A2,A1,A1,49.3,A0
A5436,A0,A0,3.0,A0,A1,A2,A2,A2,A1,95.2,A1
A5437,A0,A1,69.0,A0,A1,A2,A2,A2,A3,106.5,A1
A5438,A0,A0,37.0,A0,A0,A0,A0,A0,A3,19.5,A0
A5439,A0,A1,55.0,A0,A1,A2,A2,A1,A0,84.25,
A5440,A0,A0,40.0,A0,A0,A2,A2,A1,A1,85.05,A0
A5441,A1,A0,32.0,A0,A1,A2,A2,A2,A1,104.9,A1
A5442,A0,A0,5.0,A0,A0,A0,A0,A0,A2,19.45,A0
A5443,A0,A0,17.0,A0,A0,A1,A2,A1,A0,55.35,A0
A5444,A0,A1,19.0,A0,A0,A1,A1,A1,A1,58.2,
A5445,A0,A1,65.0,A0,A1,A2,A1,A2,A1,109.15,A1
A5446,A0,A0,8.0,A0,A0,A0,A0,A0,A0,19.9,A0
A5447,A0,A0,72.0,A0,A0,A0,A0,A0,A0,20.1,A0
A5448,A0,A0,58.0,A0,A0,A0,A0,A0,A2,19.85,A0
A5449,A0,A0,41.0,A0,A1,A1,A1,A1,A0,78.35,
A5450,A1,A0,72.0,A0,A1,A2,A1,A2,A3,114.95,A0
A5451,A0,A1,25.0,A0,A0,A0,A0,A0,A0,19.8,A0
A5452,A1,A1,2.0,A0,A1,A2,A2,A1,A2,75.45,A1
A5453,A0,A0,,A0,A0,A0,A0,A0,A2,20.55,A0
A5454,A1,A0,68.0,A0,A0,A0,A0,A0,A3,19.5,A0
A5455,A0,A1,0.0,A0,A0,A0,A0,A0,A2,20.25,A0
A5456,A0,A0,20.0,A0,A0,A2,A2,A1,A2,81.0,A0
A5457,A1,A1,18.0,A0,A0,A0,A0,A0,A3,20.35,A0
A5458,A0,A1,42.0,A0,A0,A0,A0,A0,A3,20.75,A0
A5459,A0,A1,59.0,A0,A1,A1,A2,A2,A3,68.7,A0
A5460,A0,A0,72.0,A0,A1,A2,A1,A2,A3,115.8,A0
A5461,A0,A1,2.0,A0,A0,A0,A0,A0,A2,20.4,A0
A5462,A0,A0,44.0,A0,A0,A1,A1,A1,A2,61.5,A0
A5463,A0,A0,31.0,A0,A0,A0,A0,A0,A2,21.0,A0
A5464,A0,A0,65.0,A0,A1,A0,A0,A0,A3,25.3,A0
A5465,A0,A0,67.0,A0,A1,A2,A2,A2,A3,104.6,A0
A5466,A1,A1,15.0,A0,A0,A2,A2,A2,A2,96.3,A1
A5467,A0,A1,11.0,A0,A0,A2,A2,A1,A1,73.85,A1
A5468,A0,A0,50.0,A0,A1,A2,A2,A2,A1,99.4,A0
A5469,A0,A1,2.0,A0,A0,A2,A1,A1,A3,87.15,A1
A5470,A0,A0,50.0,A0,A1,A2,A1,A2,A1,98.25,
A5471,A0,A1,,A0,A0,A2,A1,A2,A3,94.95,A0
A5472,A1,A0,71.0,A0,A0,A2,A1,A2,A3,109.7,A0
A5473,A0,A1,52.0,A0,A0,A0,A0,A0,A0,19.65,
A5474,A0,A0,23.0,A0,A0,A0,A0,A0,A2,20.9,A0
A5475,A0,A1,38.0,A0,A0,A1,A1,A1,A2,70.6,A0
A5476,A0,A1,,A0,A0,A2,A2,A1,A1,80.45,A0
A5477,A0,A0,71.0,A0,A0,A1,A1,A2,A0,79.1,A0
A5478,A0,A1,33.0,A0,A0,A2,A2,A1,A1,88.95,
A5479,A1,A0,32.0,A0,A1,A2,A2,A2,A1,93.2,A1
A5480,A0,A0,53.0,A0,A1,A1,A1,A2,A3,74.1,A0
A5481,A0,A1,4.0,A1,A2,A1,A2,A1,A2,24.25,
A5482,A0,A1,23.0,A0,A1,A2,A1,A2,A0,98.7,A0
A5483,A0,A0,67.0,A0,A0,A1,A2,A2,A2,67.85,A0
A5484,A0,A1,27.0,A0,A1,A1,A2,A1,A1,59.45,A0
A5485,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.5,
A5486,A0,A0,9.0,A0,A0,A2,A1,A1,A2,94.85,A1
A5487,A0,A0,24.0,A0,A1,A2,A1,A2,A1,104.65,A1
A5488,A0,A1,1.0,A0,A0,A2,A2,A1,A1,70.3,A1
A5489,A0,A0,23.0,A0,A1,A1,A1,A1,A2,59.7,A0
A5490,A0,A1,4.0,A0,A1,A2,A1,A2,A1,88.95,A1
A5491,A0,A0,58.0,A0,A1,A2,A2,A2,A3,94.35,A0
A5492,A1,A0,3.0,A0,A0,A2,A2,A1,A2,83.9,
A5493,A0,A1,38.0,A0,A0,A0,A0,A0,A2,20.05,A0
A5494,A0,A0,58.0,A0,A1,A2,A2,A2,A0,102.1,A1
A5495,A0,A0,16.0,A0,A0,A2,A2,A2,A3,100.7,A0
A5496,A0,A0,4.0,A0,A0,A0,A0,A0,A2,19.6,A0
A5497,A0,A1,,A0,A0,A0,A0,A0,A2,20.3,A0
A5498,A0,A1,30.0,A0,A1,A1,A2,A2,A0,79.3,A0
A5499,A0,A1,,A0,A0,A0,A0,A0,A2,20.1,
A5500,A0,A0,,A0,A0,A0,A0,A0,A2,20.35,A0
A5501,A1,A1,55.0,A1,A2,A1,A2,A2,A3,50.05,A0
A5502,A0,A0,18.0,A0,A0,A0,A0,A0,A2,20.1,
A5503,A1,A1,38.0,A0,A1,A2,A2,A2,A1,94.75,A0
A5504,A1,A0,51.0,A1,A2,A1,A1,A1,A0,29.45,A0
A5505,A0,A0,40.0,A0,A0,A1,A1,A2,A2,71.35,A0
A5506,A1,A0,43.0,A0,A1,A2,A2,A2,A1,107.55,A1
A5507,A1,A1,5.0,A0,A0,A2,A1,A2,A1,85.55,A0
A5508,A0,A1,10.0,A0,A0,A0,A0,A0,A0,20.0,
A5509,A0,A1,1.0,A0,A0,A2,A2,A1,A2,69.95,A1
A5510,A0,A0,2.0,A0,A0,A1,A2,A2,A2,65.7,A1
A5511,A0,A1,2.0,A1,A2,A1,A2,A1,A0,24.9,A0
A5512,A0,A1,11.0,A0,A0,A2,A2,A1,A1,73.5,A1
A5513,A0,A1,,A0,A0,A1,A2,A2,A3,79.95,A0
A5514,A0,A1,22.0,A0,A0,A1,A2,A1,A0,48.8,A1
A5515,A0,A0,58.0,A0,A0,A2,A1,A1,A1,91.55,A0
A5516,A0,A1,6.0,A1,A2,A1,A2,A2,A0,45.0,A0
A5517,A1,A1,71.0,A0,A1,A2,A1,A2,A1,106.8,A0
,A0,A0,71.0,A0,A1,A2,A2,A2,A1,97.2,A0
A5519,A1,A1,35.0,A0,A0,A2,A2,A1,A1,70.55,A0
A5520,A0,A0,19.0,A1,A2,A1,A2,A1,A2,24.85,A0
A5521,A0,A0,,A0,A0,A2,A1,A2,A1,106.3,A0
A5522,A0,A1,30.0,A0,A0,A1,A1,A1,A0,64.5,A0
A5523,A0,A1,15.0,A0,A0,A0,A0,A0,A2,19.65,A0
A5524,A1,A0,16.0,A0,A0,A2,A2,A1,A3,71.8,
A5525,A0,A0,71.0,A0,A1,A0,A0,A0,A3,24.45,A0
A5526,A1,A1,4.0,A0,A1,A2,A2,A1,A1,74.45,A0
A5527,A1,A1,11.0,A0,A0,A2,A2,A2,A1,78.5,A0
A5528,A0,A1,11.0,A0,A0,A2,A1,A1,A2,75.9,A0
A5529,A0,A1,62.0,A0,A1,A0,A0,A0,A0,25.8,A0
A5530,A0,A1,33.0,A0,A0,A0,A0,A0,A2,20.15,A0
A5531,A0,A1,1.0,A0,A0,A1,A2,A1,A2,48.55,A1
A5532,A0,A1,18.0,A0,A1,A2,A2,A2,A3,95.05,A0
A5533,A0,A0,53.0,A0,A0,A1,A2,A2,A0,60.6,A0
A5534,A0,A1,1.0,A0,A0,A2,A2,A1,A1,69.9,A1
A5535,A1,A1,38.0,A0,A0,A1,A1,A1,A0,57.15,A1
A5536,A1,A0,62.0,A0,A1,A2,A1,A1,A0,97.95,A0
A5537,A0,A0,,A0,A0,A0,A0,A0,A0,19.6,A0
A5538,A0,A0,65.0,A0,A1,A2,A1,A1,A3,100.15,A0
A5539,A0,A1,9.0,A0,A0,A2,A2,A1,A1,86.25,A0
A5540,A0,A0,11.0,A0,A0,A1,A2,A1,A3,59.65,A0
A5541,A0,A0,22.0,A0,A0,A1,A2,A1,A0,56.25,A0
A5542,A0,A1,25.0,A0,A0,A0,A0,A0,A2,20.15,A0
A5543,A0,A1,1.0,A0,A0,A2,A2,A2,A1,81.1,
A5544,A0,A1,16.0,A0,A1,A2,A1,A2,A0,95.6,A1
A5545,A0,A1,31.0,A0,A1,A2,A2,A1,A1,76.05,A0
A5546,A0,A1,22.0,A0,A0,A0,A0,A0,A2,19.25,A0
A5547,A0,A0,50.0,A0,A0,A2,A1,A2,A3,103.4,A0
A5548,A0,A0,2.0,A0,A0,A2,A2,A1,A1,70.35,
A5549,A0,A0,67.0,A0,A0,A2,A1,A2,A1,111.05,A0
A5550,A0,A0,68.0,A0,A1,A1,A1,A1,A0,73.0,A0
A5551,A0,A1,1.0,A0,A1,A2,A2,A2,A1,95.45,A1
A5552,A0,A1,53.0,A0,A1,A2,A2,A1,A3,85.45,A1
A5553,A1,A0,,A0,A0,A2,A1,A2,A1,84.95,A1
A5554,A0,A0,,A0,A1,A2,A1,A2,A0,112.6,
A5555,A1,A0,44.0,A0,A0,A0,A0,A0,A0,19.35,A0
A5556,A0,A0,,A0,A0,A0,A0,A0,A3,20.3,
A5557,A0,A1,3.0,A0,A0,A0,A0,A0,A2,20.25,A0
A5558,A1,A0,62.0,A0,A1,A2,A1,A2,A0,96.1,
A5559,A0,A0,70.0,A0,A0,A2,A1,A1,A3,84.6,A0
A5560,A1,A0,29.0,A0,A1,A1,A2,A1,A1,51.6,A0
A5561,A0,A0,,A0,A0,A0,A0,A0,A2,20.3,A0
A5562,A0,A0,71.0,A0,A1,A2,A1,A2,A0,108.6,A1
A5563,A0,A1,36.0,A0,A1,A1,A2,A2,A0,89.65,A0
A5564,A1,A0,69.0,A1,A2,A1,A1,A2,A0,56.55,A0
A5565,A0,A0,1.0,A0,A0,A0,A0,A0,A2,20.05,A0
A5566,A0,A0,52.0,A0,A1,A2,A2,A2,A3,101.25,A0
A5567,A0,A1,3.0,A0,A0,A0,A0,A0,A2,20.7,A0
A5568,A0,A1,12.0,A0,A0,A2,A2,A2,A3,98.9,A1
A5569,A0,A0,37.0,A0,A1,A2,A2,A2,A1,99.5,
A5570,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.45,A0
A5571,A0,A1,6.0,A1,A2,A1,A1,A2,A2,63.4,A0
A5572,A0,A0,40.0,A0,A1,A2,A2,A1,A1,81.2,
A5573,A0,A1,45.0,A0,A1,A2,A1,A1,A0,89.3,A1
A5574,A0,A1,54.0,A0,A1,A2,A1,A2,A1,111.1,A1
A5575,A0,A0,2.0,A0,A0,A2,A2,A1,A2,69.95,A0
A5576,A0,A0,45.0,A0,A1,A2,A1,A2,A1,105.15,A0
A5577,A0,A1,60.0,A0,A1,A1,A2,A2,A0,80.55,A0
A5578,A0,A1,,A0,A1,A0,A0,A0,A0,25.05,A0
A5579,A0,A1,12.0,A0,A0,A0,A0,A0,A2,19.45,A0
A5580,A0,A0,35.0,A0,A1,A2,A1,A2,A1,109.95,A0
A5581,A1,A1,20.0,A0,A1,A2,A1,A2,A1,94.1,A1
A5582,A0,A0,34.0,A0,A1,A2,A2,A2,A1,100.85,
A5583,A0,A0,34.0,A0,A0,A2,A1,A1,A1,89.85,A0
A5584,A0,A1,56.0,A1,A2,A1,A1,A1,A3,45.05,A0
A5585,A0,A1,1.0,A0,A0,A1,A2,A1,A2,45.35,A0
A5586,A0,A1,54.0,A0,A1,A2,A1,A2,A0,108.0,A0
A5587,A0,A0,61.0,A0,A0,A1,A1,A2,A2,81.05,A0
A5588,A1,A1,45.0,A0,A1,A2,A2,A2,A3,93.9,A0
A5589,A0,A0,32.0,A0,A1,A1,A2,A1,A0,72.8,A0
A5590,A0,A0,49.0,A0,A1,A1,A1,A2,A3,79.3,A0
A5591,A1,A0,40.0,A0,A0,A1,A2,A2,A1,55.8,A0
A5592,A0,A0,72.0,A0,A1,A2,A2,A2,A0,110.9,A0
,A1,A0,57.0,A0,A1,A2,A1,A2,A1,89.85,A0
A5594,A0,A1,1.0,A1,A2,A1,A2,A1,A1,34.7,A1
A5595,A0,A1,1.0,A0,A0,A1,A2,A1,A1,53.95,A1
A5596,A0,A0,4.0,A0,A0,A2,A2,A1,A2,80.6,A1
A5597,A0,A0,71.0,A0,A1,A0,A0,A0,A0,25.6,A0
A5598,A0,A1,14.0,A0,A1,A1,A1,A1,A2,54.25,A0
A5599,A0,A0,,A0,A0,A0,A0,A0,A0,19.8,A0
A5600,A0,A1,10.0,A0,A0,A0,A0,A0,A2,19.9,A0
A5601,A0,A0,12.0,A0,A1,A0,A0,A0,A2,26.4,
A5602,A0,A0,42.0,A1,A2,A1,A2,A1,A0,25.1,A0
A5603,A1,A1,3.0,A0,A0,A2,A2,A1,A1,70.4,A1
A5604,A0,A0,72.0,A0,A1,A1,A1,A2,A3,86.4,A0
A5605,A0,A1,64.0,A0,A1,A2,A1,A2,A0,110.5,A0
A5606,A0,A0,64.0,A0,A1,A1,A2,A2,A0,85.0,A0
A5607,A1,A1,16.0,A0,A1,A1,A2,A1,A1,54.1,A0
A5608,A0,A0,23.0,A0,A1,A1,A1,A2,A0,91.1,A0
A5609,A0,A0,72.0,A0,A1,A2,A1,A2,A0,97.75,A0
A5610,A0,A1,41.0,A0,A1,A2,A1,A2,A3,114.5,
A5611,A0,A1,1.0,A0,A0,A1,A2,A1,A2,45.4,A1
A5612,A0,A0,2.0,A0,A0,A2,A1,A1,A1,90.35,A0
A5613,A1,A1,,A0,A1,A2,A2,A1,A1,90.85,
A5614,A0,A1,6.0,A0,A0,A2,A2,A1,A2,69.25,A1
A5615,A0,A0,40.0,A1,A2,A1,A1,A2,A1,50.85,A0
A5616,A0,A1,8.0,A1,A2,A1,A1,A1,A2,29.25,
A5617,A0,A1,4.0,A0,A0,A1,A2,A1,A3,50.55,
A5618,A0,A1,24.0,A0,A1,A2,A2,A2,A1,89.55,A0
A5619,A0,A0,63.0,A0,A1,A1,A2,A2,A2,75.7,A0
A5620,A0,A0,,A1,A2,A1,A2,A1,A3,29.05,A0
A5621,A0,A1,72.0,A0,A1,A2,A1,A2,A3,111.6,A0
